num_csv,nome_csv,conciliado,num_pokedex,motivo
85,Rapidash,True,78,
86,Slowpoke,True,79,
87,Slowbro,True,80,
88,Mega Slowbro,True,80,
89,Magnemite,True,81,
90,Magneton,True,82,
91,Farfetch'd,True,83,
92,Doduo,True,84,
93,Dodrio,True,85,
94,Seel,True,86,
95,Dewgong,True,87,
96,Grimer,True,88,
97,Muk,True,89,
98,Shellder,True,90,
99,Cloyster,True,91,
100,Gastly,True,92,
101,Haunter,True,93,
102,Gengar,True,94,
103,Mega Gengar,True,94,
104,Onix,True,95,
105,Drowzee,True,96,
106,Hypno,True,97,
107,Krabby,True,98,
108,Kingler,True,99,
109,Voltorb,True,100,
110,Electrode,True,101,
111,Exeggcute,True,102,
112,Exeggutor,True,103,
113,Cubone,True,104,
114,Marowak,True,105,
115,Hitmonlee,True,106,
116,Hitmonchan,True,107,
117,Lickitung,True,108,
118,Koffing,True,109,
119,Weezing,True,110,
120,Rhyhorn,True,111,
121,Rhydon,True,112,
122,Chansey,True,113,
123,Tangela,True,114,
124,Kangaskhan,True,115,
125,Mega Kangaskhan,True,115,
126,Horsea,True,116,
127,Seadra,True,117,
128,Goldeen,True,118,
129,Seaking,True,119,
130,Staryu,True,120,
131,Starmie,True,121,
132,Mr. Mime,True,122,
133,Scyther,True,123,
134,Jynx,True,124,
135,Electabuzz,True,125,
136,Magmar,True,126,
137,Pinsir,True,127,
138,Mega Pinsir,True,127,
139,Tauros,True,128,
140,Magikarp,True,129,
141,Gyarados,True,130,
142,Mega Gyarados,True,130,
143,Lapras,True,131,
144,Ditto,True,132,
145,Eevee,True,133,
146,Vaporeon,True,134,
147,Jolteon,True,135,
148,Flareon,True,136,
149,Porygon,True,137,
150,Omanyte,True,138,
151,Omastar,True,139,
152,Kabuto,True,140,
153,Kabutops,True,141,
154,Aerodactyl,True,142,
155,Mega Aerodactyl,True,142,
156,Snorlax,True,143,
157,Articuno,True,144,
158,Zapdos,True,145,
159,Moltres,True,146,
160,Dratini,True,147,
161,Dragonair,True,148,
162,Dragonite,True,149,
163,Mewtwo,True,150,
164,Mega Mewtwo X,True,150,
165,Mega Mewtwo Y,True,150,
166,Mew,True,151,
167,Chikorita,True,152,
168,Bayleef,True,153,
169,Meganium,True,154,
170,Cyndaquil,True,155,
171,Quilava,True,156,
172,Typhlosion,True,157,
173,Totodile,True,158,
174,Croconaw,True,159,
175,Feraligatr,True,160,
176,Sentret,True,161,
177,Furret,True,162,
178,Hoothoot,True,163,
179,Noctowl,True,164,
180,Ledyba,True,165,
181,Ledian,True,166,
182,Spinarak,True,167,
183,Ariados,True,168,
184,Crobat,True,169,
185,Chinchou,True,170,
186,Lanturn,True,171,
187,Pichu,True,172,
188,Cleffa,True,173,
189,Igglybuff,True,174,
190,Togepi,True,175,
191,Togetic,True,176,
192,Natu,True,177,
193,Xatu,True,178,
194,Mareep,True,179,
195,Flaaffy,True,180,
196,Ampharos,True,181,
197,Mega Ampharos,True,181,
198,Bellossom,True,182,
199,Marill,True,183,
200,Azumarill,True,184,
201,Sudowoodo,True,185,
202,Politoed,True,186,
203,Hoppip,True,187,
204,Skiploom,True,188,
205,Jumpluff,True,189,
206,Aipom,True,190,
207,Sunkern,True,191,
208,Sunflora,True,192,
209,Yanma,True,193,
210,Wooper,True,194,
211,Quagsire,True,195,
212,Espeon,True,196,
213,Umbreon,True,197,
214,Murkrow,True,198,
215,Slowking,True,199,
216,Misdreavus,True,200,
217,Unown,True,201,
218,Wobbuffet,True,202,
219,Girafarig,True,203,
220,Pineco,True,204,
221,Forretress,True,205,
222,Dunsparce,True,206,
223,Gligar,True,207,
224,Steelix,True,208,
225,Mega Steelix,True,208,
226,Snubbull,True,209,
227,Granbull,True,210,
228,Qwilfish,True,211,
229,Scizor,True,212,
230,Mega Scizor,True,212,
231,Shuckle,True,213,
232,Heracross,True,214,
233,Mega Heracross,True,214,
234,Sneasel,True,215,
235,Teddiursa,True,216,
236,Ursaring,True,217,
237,Slugma,True,218,
238,Magcargo,True,219,
239,Swinub,True,220,
240,Piloswine,True,221,
241,Corsola,True,222,
242,Remoraid,True,223,
243,Octillery,True,224,
244,Delibird,True,225,
245,Mantine,True,226,
246,Skarmory,True,227,
247,Houndour,True,228,
248,Houndoom,True,229,
249,Mega Houndoom,True,229,
250,Kingdra,True,230,
251,Phanpy,True,231,
252,Donphan,True,232,
253,Porygon2,True,233,
254,Stantler,True,234,
255,Smeargle,True,235,
256,Tyrogue,True,236,
257,Hitmontop,True,237,
258,Smoochum,True,238,
259,Elekid,True,239,
260,Magby,True,240,
261,Miltank,True,241,
262,Blissey,True,242,
263,Raikou,True,243,
264,Entei,True,244,
265,Suicune,True,245,
266,Larvitar,True,246,
267,Pupitar,True,247,
268,Tyranitar,True,248,
269,Mega Tyranitar,True,248,
270,Lugia,True,249,
271,Ho-oh,True,250,
272,Celebi,True,251,
273,Treecko,True,252,
274,Grovyle,True,253,
275,Sceptile,True,254,
276,Mega Sceptile,True,254,
277,Torchic,True,255,
278,Combusken,True,256,
279,Blaziken,True,257,
280,Mega Blaziken,True,257,
281,Mudkip,True,258,
282,Marshtomp,True,259,
283,Swampert,True,260,
284,Mega Swampert,True,260,
285,Poochyena,True,261,
286,Mightyena,True,262,
287,Zigzagoon,True,263,
288,Linoone,True,264,
289,Wurmple,True,265,
290,Silcoon,True,266,
291,Beautifly,True,267,
292,Cascoon,True,268,
293,Dustox,True,269,
294,Lotad,True,270,
295,Lombre,True,271,
296,Ludicolo,True,272,
297,Seedot,True,273,
298,Nuzleaf,True,274,
299,Shiftry,True,275,
300,Taillow,True,276,
301,Swellow,True,277,
302,Wingull,True,278,
303,Pelipper,True,279,
304,Ralts,True,280,
305,Kirlia,True,281,
306,Gardevoir,True,282,
307,Mega Gardevoir,True,282,
308,Surskit,True,283,
309,Masquerain,True,284,
310,Shroomish,True,285,
311,Breloom,True,286,
312,Slakoth,True,287,
313,Vigoroth,True,288,
314,Slaking,True,289,
315,Nincada,True,290,
316,Ninjask,True,291,
317,Shedinja,True,292,
318,Whismur,True,293,
319,Loudred,True,294,
320,Exploud,True,295,
321,Makuhita,True,296,
322,Hariyama,True,297,
323,Azurill,True,298,
324,Nosepass,True,299,
325,Skitty,True,300,
326,Delcatty,True,301,
327,Sableye,True,302,
328,Mega Sableye,True,302,
329,Mawile,True,303,
330,Mega Mawile,True,303,
331,Aron,True,304,
332,Lairon,True,305,
333,Aggron,True,306,
334,Mega Aggron,True,306,
335,Meditite,True,307,
336,Medicham,True,308,
337,Mega Medicham,True,308,
338,Electrike,True,309,
339,Manectric,True,310,
340,Mega Manectric,True,310,
341,Plusle,True,311,
342,Minun,True,312,
343,Volbeat,True,313,
344,Illumise,True,314,
345,Roselia,True,315,
346,Gulpin,True,316,
347,Swalot,True,317,
348,Carvanha,True,318,
349,Sharpedo,True,319,
350,Mega Sharpedo,True,319,
351,Wailmer,True,320,
352,Wailord,True,321,
353,Numel,True,322,
354,Camerupt,True,323,
355,Mega Camerupt,True,323,
356,Torkoal,True,324,
357,Spoink,True,325,
358,Grumpig,True,326,
359,Spinda,True,327,
360,Trapinch,True,328,
361,Vibrava,True,329,
362,Flygon,True,330,
363,Cacnea,True,331,
364,Cacturne,True,332,
365,Swablu,True,333,
366,Altaria,True,334,
367,Mega Altaria,True,334,
368,Zangoose,True,335,
369,Seviper,True,336,
370,Lunatone,True,337,
371,Solrock,True,338,
372,Barboach,True,339,
373,Whiscash,True,340,
374,Corphish,True,341,
375,Crawdaunt,True,342,
376,Baltoy,True,343,
377,Claydol,True,344,
378,Lileep,True,345,
379,Cradily,True,346,
380,Anorith,True,347,
381,Armaldo,True,348,
382,Feebas,True,349,
383,Milotic,True,350,
384,Castform,True,351,
385,Kecleon,True,352,
386,Shuppet,True,353,
387,Banette,True,354,
388,Mega Banette,True,354,
389,Duskull,True,355,
390,Dusclops,True,356,
391,Tropius,True,357,
392,Chimecho,True,358,
393,Absol,True,359,
394,Mega Absol,True,359,
395,Wynaut,True,360,
396,Snorunt,True,361,
397,Glalie,True,362,
398,Mega Glalie,True,362,
399,Spheal,True,363,
400,Sealeo,True,364,
401,Walrein,True,365,
402,Clamperl,True,366,
403,Huntail,True,367,
404,Gorebyss,True,368,
405,Relicanth,True,369,
406,Luvdisc,True,370,
407,Bagon,True,371,
408,Shelgon,True,372,
409,Salamence,True,373,
410,Mega Salamence,True,373,
411,Beldum,True,374,
412,Metang,True,375,
413,Metagross,True,376,
414,Mega Metagross,True,376,
415,Regirock,True,377,
416,Regice,True,378,
417,Registeel,True,379,
418,Latias,True,380,
419,Mega Latias,True,380,
420,Latios,True,381,
421,Mega Latios,True,381,
422,Kyogre,True,382,
423,Primal Kyogre,True,382,
424,Groudon,True,383,
425,Primal Groudon,True,383,
426,Rayquaza,True,384,
427,Mega Rayquaza,True,384,
428,Jirachi,True,385,
429,Deoxys Normal Forme,True,386,
430,DeoxysAttack Forme,True,386,
431,Deoxys Defense Forme,True,386,
432,Deoxys Speed Forme,True,386,
433,Turtwig,True,387,
434,Grotle,True,388,
435,Torterra,True,389,
436,Chimchar,True,390,
437,Monferno,True,391,
438,Infernape,True,392,
439,Piplup,True,393,
440,Prinplup,True,394,
441,Empoleon,True,395,
442,Starly,True,396,
443,Staravia,True,397,
444,Staraptor,True,398,
445,Bidoof,True,399,
446,Bibarel,True,400,
447,Kricketot,True,401,
448,Kricketune,True,402,
449,Shinx,True,403,
450,Luxio,True,404,
451,Luxray,True,405,
452,Budew,True,406,
453,Roserade,True,407,
454,Cranidos,True,408,
455,Rampardos,True,409,
456,Shieldon,True,410,
457,Bastiodon,True,411,
458,Burmy,True,412,
459,Wormadam Plant Cloak,True,413,
460,Wormadam Sandy Cloak,True,413,
461,Wormadam Trash Cloak,True,413,
462,Mothim,True,414,
463,Combee,True,415,
464,Vespiquen,True,416,
465,Pachirisu,True,417,
466,Buizel,True,418,
467,Floatzel,True,419,
468,Cherubi,True,420,
469,Cherrim,True,421,
470,Shellos,True,422,
471,Gastrodon,True,423,
472,Ambipom,True,424,
473,Drifloon,True,425,
474,Drifblim,True,426,
475,Buneary,True,427,
476,Lopunny,True,428,
477,Mega Lopunny,True,428,
478,Mismagius,True,429,
479,Honchkrow,True,430,
480,Glameow,True,431,
481,Purugly,True,432,
482,Chingling,True,433,
483,Stunky,True,434,
484,Skuntank,True,435,
485,Bronzor,True,436,
486,Bronzong,True,437,
487,Bonsly,True,438,
488,Mime Jr.,True,439,
489,Happiny,True,440,
490,Chatot,True,441,
491,Spiritomb,True,442,
492,Gible,True,443,
493,Gabite,True,444,
494,Garchomp,True,445,
495,Mega Garchomp,True,445,
496,Munchlax,True,446,
497,Riolu,True,447,
498,Lucario,True,448,
499,Mega Lucario,True,448,
500,Hippopotas,True,449,
501,Hippowdon,True,450,
502,Skorupi,True,451,
503,Drapion,True,452,
504,Croagunk,True,453,
505,Toxicroak,True,454,
506,Carnivine,True,455,
507,Finneon,True,456,
508,Lumineon,True,457,
509,Mantyke,True,458,
510,Snover,True,459,
511,Abomasnow,True,460,
512,Mega Abomasnow,True,460,
513,Weavile,True,461,
514,Magnezone,True,462,
515,Lickilicky,True,463,
516,Rhyperior,True,464,
517,Tangrowth,True,465,
518,Electivire,True,466,
519,Magmortar,True,467,
520,Togekiss,True,468,
521,Yanmega,True,469,
522,Leafeon,True,470,
523,Glaceon,True,471,
524,Gliscor,True,472,
525,Mamoswine,True,473,
526,Porygon-Z,True,474,
527,Gallade,True,475,
528,Mega Gallade,True,475,
529,Probopass,True,476,
530,Dusknoir,True,477,
531,Froslass,True,478,
532,Rotom,True,479,
533,Heat Rotom,True,479,
534,Wash Rotom,True,479,
535,Frost Rotom,True,479,
536,Fan Rotom,True,479,
537,Mow Rotom,True,479,
538,Uxie,True,480,
539,Mesprit,True,481,
540,Azelf,True,482,
541,Dialga,True,483,
542,Palkia,True,484,
543,Heatran,True,485,
544,Regigigas,True,486,
545,Giratina Altered Forme,True,487,
546,Giratina Origin Forme,True,487,
547,Cresselia,True,488,
548,Phione,True,489,
549,Manaphy,True,490,
550,Darkrai,True,491,
551,Shaymin Land Forme,True,492,
552,Shaymin Sky Forme,True,492,
553,Arceus,True,493,
554,Victini,True,494,
555,Snivy,True,495,
556,Servine,True,496,
557,Serperior,True,497,
558,Tepig,True,498,
559,Pignite,True,499,
560,Emboar,True,500,
561,Oshawott,True,501,
562,Dewott,True,502,
563,Samurott,True,503,
564,Patrat,True,504,
565,Watchog,True,505,
566,Lillipup,True,506,
567,Herdier,True,507,
568,Stoutland,True,508,
569,Purrloin,True,509,
570,Liepard,True,510,
571,Pansage,True,511,
572,Simisage,True,512,
573,Pansear,True,513,
574,Simisear,True,514,
575,Panpour,True,515,
576,Simipour,True,516,
577,Munna,True,517,
578,Musharna,True,518,
579,Pidove,True,519,
580,Tranquill,True,520,
581,Unfezant,True,521,
582,Blitzle,True,522,
583,Zebstrika,True,523,
584,Roggenrola,True,524,
585,Boldore,True,525,
586,Gigalith,True,526,
587,Woobat,True,527,
588,Swoobat,True,528,
589,Drilbur,True,529,
590,Excadrill,True,530,
591,Audino,True,531,
592,Mega Audino,True,531,
593,Timburr,True,532,
594,Gurdurr,True,533,
595,Conkeldurr,True,534,
596,Tympole,True,535,
597,Palpitoad,True,536,
598,Seismitoad,True,537,
599,Throh,True,538,
600,Sawk,True,539,
601,Sewaddle,True,540,
602,Swadloon,True,541,
603,Leavanny,True,542,
604,Venipede,True,543,
605,Whirlipede,True,544,
606,Scolipede,True,545,
607,Cottonee,True,546,
608,Whimsicott,True,547,
609,Petilil,True,548,
610,Lilligant,True,549,
611,Basculin,True,550,
612,Sandile,True,551,
613,Krokorok,True,552,
614,Krookodile,True,553,
615,Darumaka,True,554,
616,Darmanitan Standard Mode,True,555,
617,Darmanitan Zen Mode,True,555,
618,Maractus,True,556,
619,Dwebble,True,557,
620,Crustle,True,558,
621,Scraggy,True,559,
622,Scrafty,True,560,
623,Sigilyph,True,561,
624,Yamask,True,562,
625,Cofagrigus,True,563,
626,Tirtouga,True,564,
627,Carracosta,True,565,
628,Archen,True,566,
629,Archeops,True,567,
630,Trubbish,True,568,
631,Garbodor,True,569,
632,Zorua,True,570,
633,Zoroark,True,571,
634,Minccino,True,572,
635,Cinccino,True,573,
636,Gothita,True,574,
637,Gothorita,True,575,
638,Gothitelle,True,576,
639,Solosis,True,577,
640,Duosion,True,578,
641,Reuniclus,True,579,
642,Ducklett,True,580,
643,Swanna,True,581,
644,Vanillite,True,582,
645,Vanillish,True,583,
646,Vanilluxe,True,584,
647,Deerling,True,585,
648,Sawsbuck,True,586,
649,Emolga,True,587,
650,Karrablast,True,588,
651,Escavalier,True,589,
652,Foongus,True,590,
653,Amoonguss,True,591,
654,Frillish,True,592,
655,Jellicent,True,593,
656,Alomomola,True,594,
657,Joltik,True,595,
658,Galvantula,True,596,
659,Ferroseed,True,597,
660,Ferrothorn,True,598,
661,Klink,True,599,
662,Klang,True,600,
663,Klinklang,True,601,
664,Tynamo,True,602,
665,Eelektrik,True,603,
666,Eelektross,True,604,
667,Elgyem,True,605,
668,Beheeyem,True,606,
669,Litwick,True,607,
670,Lampent,True,608,
671,Chandelure,True,609,
672,Axew,True,610,
673,Fraxure,True,611,
674,Haxorus,True,612,
675,Cubchoo,True,613,
676,Beartic,True,614,
677,Cryogonal,True,615,
678,Shelmet,True,616,
679,Accelgor,True,617,
680,Stunfisk,True,618,
681,Mienfoo,True,619,
682,Mienshao,True,620,
683,Druddigon,True,621,
684,Golett,True,622,
685,Golurk,True,623,
686,Pawniard,True,624,
687,Bisharp,True,625,
688,Bouffalant,True,626,
689,Rufflet,True,627,
690,Braviary,True,628,
691,Vullaby,True,629,
692,Mandibuzz,True,630,
693,Heatmor,True,631,
694,Durant,True,632,
695,Deino,True,633,
696,Zweilous,True,634,
697,Hydreigon,True,635,
698,Larvesta,True,636,
699,Volcarona,True,637,
700,Cobalion,True,638,
701,Terrakion,True,639,
702,Virizion,True,640,
703,Tornadus Incarnate Forme,True,641,
704,Tornadus Therian Forme,True,641,
705,Thundurus Incarnate Forme,True,642,
706,Thundurus Therian Forme,True,642,
707,Reshiram,True,643,
708,Zekrom,True,644,
709,Landorus Incarnate Forme,True,645,
710,Landorus Therian Forme,True,645,
711,Kyurem,True,646,
712,Kyurem Black Kyurem,True,646,
713,Kyurem White Kyurem,True,646,
714,Keldeo Ordinary Forme,True,647,
715,Keldeo Resolute Forme,True,647,
716,Meloetta Aria Forme,True,648,
717,Meloetta Pirouette Forme,True,648,
718,Genesect,True,649,
719,Chespin,True,650,
720,Quilladin,True,651,
721,Chesnaught,True,652,
722,Fennekin,True,653,
723,Braixen,True,654,
724,Delphox,True,655,
725,Froakie,True,656,
726,Frogadier,True,657,
727,Greninja,True,658,
728,Bunnelby,True,659,
729,Diggersby,True,660,
730,Fletchling,True,661,
731,Fletchinder,True,662,
732,Talonflame,True,663,
733,Scatterbug,True,664,
734,Spewpa,True,665,
735,Vivillon,True,666,
736,Litleo,True,667,
737,Pyroar,True,668,
738,Flabébé,True,669,
739,Floette,True,670,
740,Florges,True,671,
741,Skiddo,True,672,
742,Gogoat,True,673,
743,Pancham,True,674,
744,Pangoro,True,675,
745,Furfrou,True,676,
746,Espurr,True,677,
747,Meowstic Male,True,678,
748,Meowstic Female,True,678,
749,Honedge,True,679,
750,Doublade,True,680,
751,Aegislash Blade Forme,True,681,
752,Aegislash Shield Forme,True,681,
753,Spritzee,True,682,
754,Aromatisse,True,683,
755,Swirlix,True,684,
756,Slurpuff,True,685,
757,Inkay,True,686,
758,Malamar,True,687,
759,Binacle,True,688,
760,Barbaracle,True,689,
761,Skrelp,True,690,
762,Dragalge,True,691,
763,Clauncher,True,692,
764,Clawitzer,True,693,
765,Helioptile,True,694,
766,Heliolisk,True,695,
767,Tyrunt,True,696,
768,Tyrantrum,True,697,
769,Amaura,True,698,
770,Aurorus,True,699,
771,Sylveon,True,700,
772,Hawlucha,True,701,
773,Dedenne,True,702,
774,Carbink,True,703,
775,Goomy,True,704,
776,Sliggoo,True,705,
777,Goodra,True,706,
778,Klefki,True,707,
779,Phantump,True,708,
780,Trevenant,True,709,
781,Pumpkaboo Average Size,True,710,
782,Pumpkaboo Small Size,True,710,
783,Pumpkaboo Large Size,True,710,
784,Pumpkaboo Super Size,True,710,
785,Gourgeist Average Size,True,711,
786,Gourgeist Small Size,True,711,
787,Gourgeist Large Size,True,711,
788,Gourgeist Super Size,True,711,
789,Bergmite,True,712,
790,Avalugg,True,713,
791,Noibat,True,714,
792,Noivern,True,715,
793,Xerneas,True,716,
794,Yveltal,True,717,
795,Zygarde Half Forme,True,718,
796,Diancie,True,719,
797,Mega Diancie,True,719,
798,Hoopa Confined,True,720,
799,Hoopa Unbound,True,720,
800,Volcanion,True,721,
